Y,Treatment,Confounder,X
-2.408667728403949,-0.15963347752417884,-1.3885407236940788,0.029209170639121484
8.813385613266094,1.8150761982880803,1.5343595879307272,0.15423512756387714
16.596936362897548,0.675752927696899,-0.31606912609481425,0.26987847638901546
14.923134423384791,2.363237880689287,0.6269676641174304,0.2736302442193264
-5.932523039852251,1.9281274437922309,-0.07641209010489058,0.310559853028335
1.5979822619660815,-0.07959428592810498,-0.8778667677736544,0.18425768525477448
5.776146251601487,-0.4566093779110716,-0.6385711437828004,0.26504671503034305
-1.6532125577603891,-0.600744797693091,-0.1931599775394428,0.4215086131618651
-4.873736083096929,2.710355712184891,-0.7903763211052041,0.39803468170370004
8.405089262899066,-0.5450625911704204,1.3758961588551666,0.21329397471868772
-13.725511069856466,-0.20303828863307194,-1.6370523820666005,0.363070396796473
-8.811626660258659,0.33904483004117614,0.8520239715481068,0.1897832917625889
-15.930636433308408,0.923522054139623,-1.3872122539361549,0.07850608508614848
2.0482726527996387,1.0567458492845312,-2.0352612076925847,0.3802920263123588
21.095051152571212,0.0007089503533054991,-0.40803961071381456,0.3149378556910767
-30.161126646355246,-1.3285065736946242,0.911018647999133,0.19241207199769927
-1.3431275353544834,0.7826888842380838,0.7138849998604831,0.017851382772415325
24.69428695378213,0.27967970916496737,-0.4079110314715368,0.24002643151473385
12.184123936646786,1.1524961209132347,-0.12117271072849087,0.49593226403464036
-1.8795406908595111,-0.512109071197136,-0.8422877778007628,0.4140486350436838
-15.066597493639502,-0.8263695020721197,-1.5411052637455815,0.1634482676224001
4.516816586887678,0.7991523197111778,1.2933035515265523,0.34951287147643356
11.298610875716982,0.5513590780566756,1.2647460885897668,0.281960522794606
3.4546606619010602,0.38239087345445216,-0.5273305149719072,0.013656966071530996
2.309060222253452,0.09723365947677433,-0.6825729944230445,0.2655370529963628
-13.557664196843682,-1.6833056804059532,1.2681956173669804,0.19349563226481803
2.8887042835695373,0.45511445048662696,1.0064924377804072,0.4460473192678578
7.886003466627191,-0.44499061103406257,0.595043998411443,0.26339649257630005
-3.210123656899531,0.3901666964019505,0.24645213829265147,0.11351412176557196
-9.682836690403526,0.25144762278188015,-0.6713744434734813,0.10932499558065012
18.017348278678558,0.10220674189866624,-0.8272992099957118,0.19984337890223774
-5.823064816453627,-0.23521457490502026,0.5328372800779663,0.14365894315704153
12.233940962304944,0.35159232582178385,0.5414812409813862,0.42026562045591515
12.521546217524495,0.34987139021734764,-0.4198244768277513,0.31544773715673724
12.809689150690353,-0.45411112030971623,0.5668869206736232,0.3146962076517451
-0.9325872826844166,-0.6093112929741198,-0.7699176034979975,0.4711416773222442
-15.008057453118727,1.2687209622449007,-2.169746693370668,0.06948900585672879
2.0545314335150144,0.7483764524612316,-1.010152770445688,0.3722340077072592
-4.318515401417988,0.1260879608962573,0.4615948778774021,0.3298280347482311
1.896083259386399,-0.4204550933118042,-0.9732658457088099,0.0746030376923042
9.868687202626857,-0.5959418648838033,-0.16964597549476823,0.48404762767241044
-2.1835936454479814,0.4418365414931878,0.7818941706531818,0.11311030647867049
-1.4043457425992534,-0.02917632732307455,-1.3656803215406565,0.1237576580782922
17.479702567023132,0.6829791773736238,1.7784533861722127,0.3895646588988826
6.043253054433074,0.6763060942889992,0.5375240928619026,0.1530014342579698
20.563051107611113,0.789759470592784,0.6146064117740825,0.20806868564565567
27.48796418841341,1.178906312240295,-0.3957597328696996,0.30235784607063154
1.5898064164128551,-1.5134682621963478,0.9692002435419363,0.48238718348109233
6.017471972576676,1.609232423462036,0.21557146541076147,0.4705544051014798
-9.62660086036976,-0.7328530738552076,0.14779301200165532,0.2075566995811175
